State,State-County,POLLUTANT,Emissions (Tons),Pollutant Type,SCC Code,EIS Sector,Source Description,SCC LEVEL 1,SCC LEVEL 2,SCC LEVEL 3,SCC LEVEL 4,EPA Region,FIPS
Oregon,OR - Clackamas,Volatile Organic Compounds,0.71276,CAP,2265001060,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Off-highway Vehicle Gasoline,Recreational Equipment,4-Stroke Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,0.31283,CAP,2265001060,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Off-highway Vehicle Gasoline,Recreational Equipment,4-Stroke Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.00911,CAP,2265001060,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Off-highway Vehicle Gasoline,Recreational Equipment,4-Stroke Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.00838,CAP,2265001060,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Off-highway Vehicle Gasoline,Recreational Equipment,4-Stroke Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,Ammonia,0.00113,CAP,2265001060,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Off-highway Vehicle Gasoline,Recreational Equipment,4-Stroke Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.00052,CAP,2265001060,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Off-highway Vehicle Gasoline,Recreational Equipment,4-Stroke Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,0.01203,CAP,2267005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Agricultural Equipment,LPG Agriculture Equipment,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,0.00268,CAP,2267005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Agricultural Equipment,LPG Agriculture Equipment,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,0.00055,CAP,2267005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Agricultural Equipment,LPG Agriculture Equipment,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,52.85112,CAP,2267006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Commercial Equipment,LPG Commercial Equipment,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,10.40419,CAP,2267006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Commercial Equipment,LPG Commercial Equipment,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,1.59456,CAP,2267006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Commercial Equipment,LPG Commercial Equipment,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.24963,CAP,2267006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Commercial Equipment,LPG Commercial Equipment,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.24963,CAP,2267006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Commercial Equipment,LPG Commercial Equipment,10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.01221,CAP,2267006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Commercial Equipment,LPG Commercial Equipment,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,5.05150,CAP,2267002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Construction Equipment,LPG Construction Equipment,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,0.89256,CAP,2267002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Construction Equipment,LPG Construction Equipment,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,0.15907,CAP,2267002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Construction Equipment,LPG Construction Equipment,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.02976,CAP,2267002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Construction Equipment,LPG Construction Equipment,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.02976,CAP,2267002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Construction Equipment,LPG Construction Equipment,10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.00143,CAP,2267002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Construction Equipment,LPG Construction Equipment,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,263.94690,CAP,2267003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Industrial Equipment,LPG Industrial Equipment,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,47.90407,CAP,2267003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Industrial Equipment,LPG Industrial Equipment,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,5.92632,CAP,2267003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Industrial Equipment,LPG Industrial Equipment,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),2.81229,CAP,2267003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Industrial Equipment,LPG Industrial Equipment,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),2.81229,CAP,2267003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Industrial Equipment,LPG Industrial Equipment,10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.13473,CAP,2267003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Industrial Equipment,LPG Industrial Equipment,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,4.55593,CAP,2267004044,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Lawn and Garden Equipment,LPG Lawn & Garden Eqt (Commercial),10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,0.85068,CAP,2267004044,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Lawn and Garden Equipment,LPG Lawn & Garden Eqt (Commercial),10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,0.10379,CAP,2267004044,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Lawn and Garden Equipment,LPG Lawn & Garden Eqt (Commercial),10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.05219,CAP,2267004044,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Lawn and Garden Equipment,LPG Lawn & Garden Eqt (Commercial),10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.05219,CAP,2267004044,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Lawn and Garden Equipment,LPG Lawn & Garden Eqt (Commercial),10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.00244,CAP,2267004044,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Lawn and Garden Equipment,LPG Lawn & Garden Eqt (Commercial),10,41005
Oregon,OR - Clackamas,Carbon Monoxide,0.24599,CAP,2267001060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Recreational Equipment,LPG Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,0.04917,CAP,2267001060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Recreational Equipment,LPG Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,0.01071,CAP,2267001060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Recreational Equipment,LPG Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.00055,CAP,2267001060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Recreational Equipment,LPG Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.00055,CAP,2267001060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle LPG,Recreational Equipment,LPG Specialty Vehicles/Carts,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,2.19039,CAP,2282020022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Pleasure Craft,Diesel,Diesel Pleasure Craft,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,0.46969,CAP,2282020022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Pleasure Craft,Diesel,Diesel Pleasure Craft,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,0.12774,CAP,2282020022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Pleasure Craft,Diesel,Diesel Pleasure Craft,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.05012,CAP,2282020022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Pleasure Craft,Diesel,Diesel Pleasure Craft,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.04861,CAP,2282020022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Pleasure Craft,Diesel,Diesel Pleasure Craft,10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.00221,CAP,2282020022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Pleasure Craft,Diesel,Diesel Pleasure Craft,10,41005
Oregon,OR - Clackamas,Ammonia,0.00195,CAP,2282020022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Pleasure Craft,Diesel,Diesel Pleasure Craft,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,100.94850,CAP,2282005022,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline,2-Stroke Pleasure Craft,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,20.13958,CAP,2282005022,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline,2-Stroke Pleasure Craft,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,5.75767,CAP,2282005022,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline,2-Stroke Pleasure Craft,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.27220,CAP,2282005022,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline,2-Stroke Pleasure Craft,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.25042,CAP,2282005022,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline,2-Stroke Pleasure Craft,10,41005
Oregon,OR - Clackamas,Ammonia,0.01280,CAP,2282005022,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline,2-Stroke Pleasure Craft,10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.00565,CAP,2282005022,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline,2-Stroke Pleasure Craft,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,24.35582,CAP,2282010005,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline 4-Stroke,Inboard/Sterndrive,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,2.45542,CAP,2282010005,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline 4-Stroke,Inboard/Sterndrive,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,1.70598,CAP,2282010005,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline 4-Stroke,Inboard/Sterndrive,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.02446,CAP,2282010005,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline 4-Stroke,Inboard/Sterndrive,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.02250,CAP,2282010005,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline 4-Stroke,Inboard/Sterndrive,10,41005
Oregon,OR - Clackamas,Ammonia,0.00395,CAP,2282010005,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline 4-Stroke,Inboard/Sterndrive,10,41005
Oregon,OR - Clackamas,Sulfur Dioxide,0.00183,CAP,2282010005,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Pleasure Craft,Gasoline 4-Stroke,Inboard/Sterndrive,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,0.33049,CAP,2285002015,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Railroad Equipment,Diesel,Railway Maintenance,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,0.20936,CAP,2285002015,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Railroad Equipment,Diesel,Railway Maintenance,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,0.05150,CAP,2285002015,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Railroad Equipment,Diesel,Railway Maintenance,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.03664,CAP,2285002015,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Railroad Equipment,Diesel,Railway Maintenance,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.03554,CAP,2285002015,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Railroad Equipment,Diesel,Railway Maintenance,10,41005
Oregon,OR - Clackamas,Ammonia,0.00043,CAP,2285002015,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Railroad Equipment,Diesel,Railway Maintenance,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,0.71134,CAP,2285004015,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Railroad Equipment,"Gasoline, 4-Stroke",Railway Maintenance,10,41005
Oregon,OR - Clackamas,Volatile Organic Compounds,0.01539,CAP,2285004015,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Railroad Equipment,"Gasoline, 4-Stroke",Railway Maintenance,10,41005
Oregon,OR - Clackamas,Nitrogen Oxides,0.00676,CAP,2285004015,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Railroad Equipment,"Gasoline, 4-Stroke",Railway Maintenance,10,41005
Oregon,OR - Clackamas,PM10 Primary (Filt + Cond),0.00040,CAP,2285004015,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Railroad Equipment,"Gasoline, 4-Stroke",Railway Maintenance,10,41005
Oregon,OR - Clackamas,PM2.5 Primary (Filt + Cond),0.00037,CAP,2285004015,Mobile - Non-Road Equipment - Gasoline,Nonroad,Mobile Sources,Railroad Equipment,"Gasoline, 4-Stroke",Railway Maintenance,10,41005
Oregon,OR - Clackamas,Carbon Monoxide,0.00140,CAP,2285006015,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Railroad Equipment,LPG,Railway Maintenance,10,41005
Oregon,OR - Clatsop,Carbon Monoxide,0.02250,CAP,2268005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Agricultural Equipment,CNG Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,0.00459,CAP,2268005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Agricultural Equipment,CNG Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,0.00203,CAP,2268005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Agricultural Equipment,CNG Agriculture Equipment,10,41007
Oregon,OR - Clatsop,PM2.5 Primary (Filt + Cond),0.00027,CAP,2268005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Agricultural Equipment,CNG Agriculture Equipment,10,41007
Oregon,OR - Clatsop,PM10 Primary (Filt + Cond),0.00027,CAP,2268005022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Agricultural Equipment,CNG Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,1.57764,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,0.32166,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,0.16976,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,10,41007
Oregon,OR - Clatsop,PM2.5 Primary (Filt + Cond),0.01147,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,10,41007
Oregon,OR - Clatsop,PM10 Primary (Filt + Cond),0.01147,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,10,41007
Oregon,OR - Clatsop,Sulfur Dioxide,0.00050,CAP,2268006022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Commercial Equipment,CNG Commercial Equipment,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,0.00116,CAP,2268002022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Construction Equipment,CNG Construction Equipment,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,0.00458,CAP,2268003060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,0.00087,CAP,2268003060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,0.00041,CAP,2268003060,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,0.79506,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,0.15152,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,0.06668,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,10,41007
Oregon,OR - Clatsop,PM2.5 Primary (Filt + Cond),0.00865,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,10,41007
Oregon,OR - Clatsop,PM10 Primary (Filt + Cond),0.00865,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,10,41007
Oregon,OR - Clatsop,Sulfur Dioxide,0.00041,CAP,2268003022,Mobile - Non-Road Equipment - Other,Nonroad,Mobile Sources,Off-highway Vehicle CNG,Industrial Equipment,CNG Industrial Equipment,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,3.75111,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,1.67003,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,10,41007
Oregon,OR - Clatsop,PM10 Primary (Filt + Cond),0.31571,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,10,41007
Oregon,OR - Clatsop,PM2.5 Primary (Filt + Cond),0.30624,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,0.29756,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Ammonia,0.00535,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Sulfur Dioxide,0.00218,CAP,2270005022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Agricultural Equipment,Diesel Agriculture Equipment,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,6.40251,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,3.18664,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,0.67062,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,10,41007
Oregon,OR - Clatsop,PM10 Primary (Filt + Cond),0.48430,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,10,41007
Oregon,OR - Clatsop,PM2.5 Primary (Filt + Cond),0.46977,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,10,41007
Oregon,OR - Clatsop,Ammonia,0.00867,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,10,41007
Oregon,OR - Clatsop,Sulfur Dioxide,0.00363,CAP,2270006022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Commercial Equipment,Diesel Commercial Equipment,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,16.83600,CAP,2270002022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Construction Equipment,Diesel Construction Equipment,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,7.32637,CAP,2270002022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Construction Equipment,Diesel Construction Equipment,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,1.23292,CAP,2270002022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Construction Equipment,Diesel Construction Equipment,10,41007
Oregon,OR - Clatsop,PM10 Primary (Filt + Cond),1.17357,CAP,2270002022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Construction Equipment,Diesel Construction Equipment,10,41007
Oregon,OR - Clatsop,PM2.5 Primary (Filt + Cond),1.13836,CAP,2270002022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Construction Equipment,Diesel Construction Equipment,10,41007
Oregon,OR - Clatsop,Ammonia,0.03750,CAP,2270002022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Construction Equipment,Diesel Construction Equipment,10,41007
Oregon,OR - Clatsop,Sulfur Dioxide,0.01381,CAP,2270002022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Construction Equipment,Diesel Construction Equipment,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,4.46614,CAP,2270003060,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,0.79477,CAP,2270003060,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Volatile Organic Compounds,0.18081,CAP,2270003060,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,AC\Refrigeration,10,41007
Oregon,OR - Clatsop,PM10 Primary (Filt + Cond),0.09335,CAP,2270003060,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,AC\Refrigeration,10,41007
Oregon,OR - Clatsop,PM2.5 Primary (Filt + Cond),0.09055,CAP,2270003060,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Ammonia,0.00769,CAP,2270003060,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Sulfur Dioxide,0.00269,CAP,2270003060,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,AC\Refrigeration,10,41007
Oregon,OR - Clatsop,Nitrogen Oxides,1.45484,CAP,2270003022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,Diesel Industrial Equipment,10,41007
Oregon,OR - Clatsop,Carbon Monoxide,0.64873,CAP,2270003022,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel,Industrial Equipment,Diesel Industrial Equipment,10,41007
